segment,statement_index,start,end,statement,is_i_statement,is_we_statement,i_pronoun_count,we_pronoun_count
43,0,292.177,305.285,"reduce inequalities, close the digital divide, and advance meaningful climate action, among other things, so that we may leave young generations a world that offers them opportunity, dignity, and hope",False,True,0,1
44,0,306.166,314.351,"This also requires a genuine reform of the international financial architecture, so that the most vulnerable countries are not left behind",False,False,0,0
45,0,315.151,320.555,"On human rights, human dignity must remain at the center of everything the UN does",False,False,0,0
46,0,321.942,331.79,"Human rights are not only the foundation of a life lived in dignity, they are also a preventive instrument for last peace and global stability",False,False,0,0
47,0,332.591,345.181,"And central to this is the empowerment of women, girls and youth, whose full and meaningful participation in peace processes and decision-making is essential to building more just and resilient countries and societies",False,False,0,0
48,0,346.43,362.194,"I think that one of the unique elements of the United Nations is that it's the only irreplaceable space where humanity comes together to overcome common challenges in a world fragmented by disinformation, polarization, and competition of power",True,False,1,0
49,0,362.474,373.317,"The UN must be a place where difference becomes consensus, wars outweigh violence, and where collective decisions reflect a shared responsibility to preserve peace and human dignity",False,False,0,0
50,0,373.737,375.498,The 21st century demands a UN,False,False,0,0
51,0,376.018,378.942,"that anticipates, that prevents, that unites",False,False,0,0
52,0,379.643,388.134,"I am ready to lead that effort with experience, commitment and the deep conviction that multilateralism with the world changes lives",True,False,1,0
58,0,427.849,430.01,"Well, I think my skill is not only being at the UN",True,False,2,0
59,0,430.67,432.451,It's the whole history of my life,True,False,1,0
60,0,433.131,439.293,Because my personal political trajectory has deeply changed myself,True,False,2,0
61,0,439.994,448.997,"Having been a young girl, when the Chicup d'etat happened in my country, my father, who really believed in rule of law, was put into prison and died by torture",True,False,2,0
62,0,449.397,452.199,Me and my mom were also in prison and went to exile,True,False,2,0
63,0,452.819,455.36,And then I learned what happens when institutions fail,True,False,1,0
64,0,456.36,459.181,when some people take power and don't respect the rule of law,False,False,0,0
65,0,459.902,467.665,"And then after we've been in exile, I learned the importance of multilateralism because I saw solidarity with the people who were suffering",True,True,2,1
66,0,468.206,482.032,"And I think not only because of the help of countries, external countries, of course the battle for democracy in our own country, but so far for important countries, help Chile go back to democracy",True,True,1,1
67,0,483.032,496.786,"When I was elected president of Chile, the first woman president of my country, I also served twice, and also served as cabinet member, as health minister and defense minister, also the first in those positions",True,False,3,0
68,0,497.487,503.273,"And as you know, as the first executive director of UN Women and afterwards as High Commissioner of Human Rights,",False,False,0,0
69,0,504.293,514.058,"In 20 years of my public life, both in national and international, I have combined the fundamental principles with realistic practical leadership",True,False,2,0
70,0,514.759,519.741,But I have been in places where I have to deal with very complicated situations,True,False,2,0
72,0,521.262,521.502,Yeah,False,False,0,0
73,0,522.043,523.824,And I have been able to do that,True,False,1,0
74,0,525.425,533.75,"And also, another thing I think it gives me how the way I act is that I'm a physician, a pediatrician, and epidemiologist",True,False,4,0
75,0,534.311,538.133,So I'm not only looking at the symptoms,True,False,1,0
76,0,538.654,539.935,I'm looking at the root causes,True,False,1,0
77,0,540.015,543.997,"Because if you don't understand what's there, you won't find the real solution",False,False,0,0
78,0,544.278,546.459,And just one example,False,False,0,0
79,0,547.159,548.2,Many countries have been there,False,False,0,0
80,0,550.279,552.121,"every weekend fights, killings",False,False,0,0
81,0,552.681,556.264,"And it was not, there was different ethnic group, but it was not a matter of identity",False,False,0,0
82,0,556.664,559.367,It was a matter of lack of water and soil,False,False,0,0
83,0,559.747,565.612,"So if you want to find the solutions to those and prevent conflict happening, you need to understand really",False,False,0,0
84,0,565.772,567.233,"And for that, you need to be on the ground",False,False,0,0
94,0,612.762,614.063,I have to add one,True,False,1,0
95,0,614.628,618.356,is only one mandate to be elected,False,False,0,0
96,0,619.057,621.944,That's also the one for 8 billion,False,False,0,0
97,0,622.785,623.888,I could subscribe it now,True,False,1,0
98,0,625.155,626.416,I could describe it right now,True,False,1,0
99,0,626.577,627.177,All of them,False,False,0,0
100,0,627.197,630.321,"All of them, because that's what I've tried to do throughout my whole life",True,False,2,0
101,0,631.562,632.383,That's what I believe in,True,False,1,0
102,0,633.003,637.909,And I believe that you have to make the best decisions with independence,True,False,1,0
103,0,638.089,640.091,We have to appoint the best possible person,False,True,0,1
104,0,640.652,642.854,"I mean, there's always going to be pressures",True,False,1,0
105,0,643.335,645.817,"But I mean, in my life, I've shown that pressure doesn't",True,False,3,0
106,0,647.739,649.599,I make decisions because I believe,True,False,2,0
107,0,650.08,653.641,"I was on the hearing at the General Assembly very happily, three hours",True,False,1,0
108,0,653.781,659.984,"It was long, but it was really important because Member States could listen to what I was thinking about many issues",True,False,1,0
109,0,660.345,663.626,And I'm looking forward if there are hearings at the Security Council soon,True,False,1,0
110,0,664.166,665.007,And I've been trying to,True,False,1,0
111,0,665.987,668.748,have activities with civil society in this process,False,False,0,0
112,0,669.208,676.051,"So I think for the fifth principle that you know, for more than two years, I'm not part of the UN",True,False,2,0
113,0,676.451,678.471,So I have no conflict of interest on that,True,False,1,0
125,0,750.509,754.731,"Well, you know, I think you can do a lot",True,False,1,0
126,0,756.032,757.493,You can do a lot as Secretary General,False,False,0,0
127,0,758.333,762.175,"First of all, I mentioned the three key tools and",True,False,1,0
128,0,763.047,772.672,"roles of the UN because I believe that when some countries say we need to go back to basics and think that peace and security is the only thing, I don't agree with them",True,True,2,1
129,0,773.212,777.835,I think you won't have peace and security if you don't have development and you violate human rights,True,False,1,0
130,0,778.155,779.296,So we need the three of them,False,True,0,1
131,0,779.696,785.579,"And I will do my best to insist that the three of them needs to be supported, funded, et cetera",True,False,2,0
132,0,785.999,792.403,"The second thing is I think the charter has a lot of tools available, early warning, good offices, mediation",True,False,1,0
133,0,793.023,796.746,And I am a person who's not waiting to do those things,True,False,1,0
134,0,796.866,805.411,"If I realized that a conflict will come, I will try to go to anticipate myself to go before to the field",True,False,3,0
135,0,805.892,810.955,"And if it's not able to prevent it, to work on mediation, to use our good offices",False,True,0,1
136,0,811.295,813.477,"I mean, sometimes you try things and they don't work",True,False,1,0
137,0,813.857,815.198,"But I think you have to insist, Brian",True,False,1,0
142,0,833.23,850.415,"Well, what I'll say, if there are many different reasons, because there has been sort of a tendency of sort of not supporting multilateral solution and supporting unilateral solution or mid-lab multilateral solutions",True,False,1,0
143,0,851.083,864.639,"And I believe that there are always situations that group of countries can help, of course, that's fine, it's always been like that, or they can mediate, but it has to be under the coordination and coherence with the United Nations, with the Security Council",True,False,1,0
144,0,864.999,868.643,"But I do believe if I'm a Secretary General, I will go there to the field",True,False,3,0
145,0,869.224,871.545,I won't wait until they invite me to go,True,False,2,0
146,0,872.165,872.865,I will go there,True,False,1,0
147,0,873.465,878.206,"If it's necessary, I'll be in front of the building of the Ministry for Foreign Affairs",True,False,1,0
148,0,878.406,884.047,"Because I believe the Secretary General is the, if I would say, the more important diplomat in the world",True,False,2,0
149,0,884.408,885.628,And he has to be a moral voice,False,False,0,0
150,0,886.108,888.268,"So I will speak, but I will go to the field",True,False,2,0
151,0,888.288,889.529,Because there is discussion,False,False,0,0
152,0,889.749,891.369,Should I be a secretary or a general,True,False,1,0
153,0,891.769,893.51,"You'll be more general, given your defense",False,False,0,0
154,0,893.57,896.65,"I mean, you have to be the chief administrator, according to the charter",True,False,1,0
155,0,896.93,898.171,But I have to be a general as well,True,False,1,0
166,0,941.271,949.213,"Well, I remember when I was at UN Women, there was a group working with girls, and they said, I don't want to be at the table",True,False,3,0
167,0,949.733,951.634,I want to decide the shape of the table,True,False,1,0
168,0,952.034,955.035,And I understand that's the same thing that these people are saying,True,False,1,0
169,0,955.735,958.596,"I believe, first of all, there's a lot that can be done with EcoSoc",True,False,1,0
170,0,958.936,967.461,"Because ECOSOC is the one who accredits which are NGOs, civil society organizations that can be observers, that can participate",False,False,0,0
171,0,967.862,969.923,"So that can be, I would say, improved",True,False,1,0
172,0,970.043,979.769,All those procedures can be improved because it takes too long and that means that you have to ensure that more civil society organizations and NGOs can be present at the different places,False,False,0,0
173,0,980.39,983.872,"We need, though, I have to say, to ensure that they get visas",True,True,1,1
174,0,984.232,991.298,so they can participate in many of these because I saw in the CSW very few women from some parts of the world and I asked what was it,True,False,2,0
175,0,991.318,993.279,They said the cost of the ticket,False,False,0,0
176,0,993.639,995.521,"No, they said they didn't get the visa",False,False,0,0
177,0,995.841,997.742,So we need to ensure that that happens as well,False,True,0,1
178,0,998.243,1000.104,We need to enforce the Youth Office,False,True,0,1
179,0,1000.605,1004.247,We need to support the Youth Office so it can make much more than what it's doing now,False,True,0,1
180,0,1005.068,1011.234,So I believe that also we have the solution 2250 that on youth and peace and security,True,True,1,1
181,0,1011.254,1016.339,"And I think we need to make it a reality because that is written, but you have to implement it",True,True,1,1
185,0,1042.153,1051.245,"Well, everybody who knows me knows that I've been my whole life pushing for gender equality, for women's empowerment",True,False,3,0
186,0,1051.285,1055.11,I'm continuing to do so as Secretary General or not as Secretary General,True,False,1,0
187,0,1055.57,1057.613,So I think we need to continue,True,True,1,1
188,0,1058.073,1068.896,"building upon what Secretary-General Guterres has done, because he has ensured that in all senior positions, women and men are parity, 50-50",False,False,0,0
189,0,1069.356,1070.977,But that has to go down as well,False,False,0,0
190,0,1071.397,1078.139,"But also in the Secretariat, you have to have better representation, gender representation, geographical representation, et cetera",False,False,0,0
191,0,1078.919,1085.644,We also need to continue speaking out loud about women's rights and to ensure that we don't have a bigger backlash,False,True,0,2
192,0,1086.165,1088.366,I saw that backlash when I was new in women,True,False,2,0
193,0,1088.426,1089.667,I will continue doing that job,True,False,1,0
194,0,1090.248,1094.231,We need to build alliances with governments to push for gender rights,False,True,0,1
195,0,1094.731,1098.634,"And the other question, and the same with civic space",False,False,0,0
196,0,1099.155,1102.017,We need people being part of the solution,False,True,0,1
197,0,1102.477,1109.66,"I mean, even in our common agenda, we said that we need to redefine what the international community was",True,True,1,3
198,0,1110.08,1120.163,"It was not only about intergovernmental, it needed also to have all these other activists, civil society, academia, private sector, et cetera",False,False,0,0
199,0,1120.203,1126.926,So that we need to continue opening these six spaces and trying also to reach out member states to continue doing so,False,True,0,1
202,0,1150.217,1150.757,I would engage,True,False,1,0
211,0,1188.766,1195.97,"If I'm Secretary General, I have to maintain climate change in the agenda because some countries are still saying that climate change doesn't exist",True,False,2,0
212,0,1196.53,1204.875,Some countries are discussing about going back to coal and other fossil combustibles and I think that's very dangerous,True,False,1,0
213,0,1205.456,1211.919,So we need first of all to continue showing science with evidence why climate change is a reality and we need to maintain,False,True,0,2
214,0,1212.119,1216.662,And then we need to think on how we finance it because climate action needs support,False,True,0,2
215,0,1217.335,1225.501,"And today, you know, the countries who have less contributed to the climate change, to the problems, are the ones who receive less money",False,False,0,0
216,0,1225.981,1243.434,"So we need to think of innovative mechanisms, for example, like debt climate swaps or other mechanisms that can ensure that countries who are not the responsible ones can really have the resources to do their mitigation and adaptation plans and so on",False,True,0,1
228,0,1318.562,1339.13,"Well, I think that one of the main tasks that the UN has to ensure is to protect lives and protect lives not only trying to avoid conflicts but also to deal with the results not only on conflict but because you need a military assistance also when you have diseases, when you have",True,False,1,0
229,0,1343.481,1344.882,natural disasters and so on,False,False,0,0
230,0,1345.523,1360.855,"So I believe that humanitarian assistance is key, but it has to be also related to the other areas that we need to work on because of course we have to provide humanitarian assistance when things are happening, but as I said before,",True,True,2,2
231,0,1361.256,1367.761,we need to prevent them from happening because probably there will never be enough resources to solve all those problems,False,True,0,1
232,0,1368.321,1376.628,"And prevention is essentially to avoid not only the losses of life, the situation you mentioned, but also the cost that it means",False,False,0,0
233,0,1377.048,1389.017,"But on the other hand, I believe there is a huge group of people with a lot of experience that have done fantastic jobs on humanitarian assistance and I think we need to continue supporting them strongly",True,True,2,1
236,0,1409.678,1409.878,Yeah,False,False,0,0
237,0,1411.671,1422.857,I know that the UNED reform is mainly being pushed because of cost cutting and because of lack of liquidity,True,False,1,0
238,0,1423.657,1431.982,"But if you have savings making all those initiatives that the reform intends to do, avoiding the redundancy and so on,",False,False,0,0
239,0,1432.782,1437.926,"That doesn't – that needs to be put, those money, in the areas that you prioritize",False,False,0,0
240,0,1438.286,1444.791,"Again, I will look like somebody who's repeating, but human rights, development, and peace and security",True,False,1,0
241,0,1445.331,1453.857,"Because the thing of the reform is not to do more with less, it's to do better and put the money where the priorities are",False,False,0,0
242,0,1454.057,1458.1,"Because you believe the critics who say it is too bloated, you do need to slim it down",False,False,0,0
243,0,1458.54,1461.983,"No, I do believe that the UN has to be leaner,",True,False,1,0
244,0,1462.563,1464.844,"but muscle, not leaner but weak",False,False,0,0
245,0,1465.364,1478.471,"So one of the things that I believe and I will push strongly is that it can be a reform, it can be, it must be a reform, it's an opportunity as well, but what cannot happen is to diminish the field capacity",True,False,2,0
246,0,1478.771,1486.735,And it cannot happen not to do what it needs to do because otherwise we're losing the essentials that make this new organization exist,False,True,0,1
250,0,1506.783,1509.865,"Well, I'm not sure if I'm that master",True,False,2,0
251,0,1510.025,1515.468,"Because when things are very complicated, you need to be there energetically",False,False,0,0
252,0,1516.268,1524.653,The only thing that I want to say is that for me to be a secretary-general is not to be the glory of to be the first women secretary-general,True,False,2,0
253,0,1525.894,1528.135,I have many glories in my life and I don't need more,True,False,3,0
254,0,1528.275,1529.075,So what is your hobby,False,False,0,0
255,0,1529.916,1530.916,You've got five seconds,False,False,0,0
256,0,1530.956,1531.537,My hobby,True,False,1,0
257,0,1531.957,1532.898,"Read, dance",False,False,0,0
260,0,1536.079,1539.922,"But one thing I said, I would like to be a secretary-general if it's worthy",True,False,2,0
261,0,1540.522,1544.264,"If I can be really independent, neutral, and serve all member states",True,False,1,0
262,0,1544.704,1545.685,That is what I would like,True,False,1,0
